"Participant","Experimenter","Experiment_Duration","Date","Mobile","Gender","Age","Education","Ethnicity","PID5_Duration","PID5_Order","PID5_NegativeAffect_10","PID5_Antagonism_25","PID5_Psychoticism_24","PID5_NegativeAffect_8","PID5_Detachment_14","PID5_Antagonism_22","PID5_NegativeAffect_9","PID5_Psychoticism_12","PID5_Antagonism_19","PID5_Antagonism_20","PID5_NegativeAffect_11","PID5_Disinhibition_1","PID5_Detachment_13","PID5_Psychoticism_7","PID5_Psychoticism_21","PID5_Disinhibition_6","PID5_Psychoticism_23","PID5_Detachment_18","PID5_Disinhibition_3","PID5_Antagonism_17","PID5_Detachment_4","PID5_Detachment_16","PID5_Disinhibition_5","PID5_Disinhibition_2","PID5_NegativeAffect_15","IPIP6_Duration","IPIP6_Order","IPIP6_Extraversion_1","IPIP6_Agreeableness_2","IPIP6_Conscientiousness_3","IPIP6_Neuroticism_4","IPIP6_Openness_5","IPIP6_HonestyHumility_6_R","IPIP6_Extraversion_7_R","IPIP6_Agreeableness_8_R","IPIP6_Openness_9_R","IPIP6_Conscientiousness_10","IPIP6_Conscientiousness_11_R","IPIP6_HonestyHumility_12_R","IPIP6_Openness_13_R","IPIP6_Agreeableness_14","IPIP6_Neuroticism_15_R","IPIP6_Neuroticism_16","IPIP6_Neuroticism_17_R","IPIP6_HonestyHumility_18_R","IPIP6_Extraversion_19_R","IPIP6_Agreeableness_20_R","IPIP6_Openness_21_R","IPIP6_Conscientiousness_22_R","IPIP6_Extraversion_23","IPIP6_HonestyHumility_24_R","SSS_Duration","SSS_Order","SSS_19","SSS_10","SSS_20","SSS_14","SSS_7","SSS_11","SSS_9","SSS_2","SSS_16","SSS_5","SSS_18","SSS_1","SSS_8","SSS_17","SSS_3","SSS_21","SSS_4","SSS_12","SSS_13","SSS_6","SSS_15","MIST_Duration","MIST_Order","MIST_Real_A_3","MIST_Real_B_6","MIST_Fake_C_13","MIST_Real_B_7","MIST_Fake_D_16","MIST_Fake_C_10","MIST_Fake_D_15","MIST_Fake_C_9","MIST_Real_A_2","MIST_Real_A_1","MIST_Real_B_8","MIST_Real_A_5","MIST_Fake_D_14","MIST_Fake_C_11","MIST_Fake_C_12","MIST_Real_A_4","IPIP6_Extraversion","IPIP6_Conscientiousness","IPIP6_Neuroticism","IPIP6_Openness","IPIP6_HonestyHumility","IPIP6_Agreeableness","IPIP6_SD","PID5_Disinhibition","PID5_Detachment","PID5_NegativeAffect","PID5_Antagonism","PID5_Psychoticism","PID5_SD","SSS_General","SSS_SD","MIST_RealDetection","MIST_FakeDetection","MIST_Discernment","MIST_Distrust","MIST_Naivete"
"S438","SONA",24.1703666666667,"09/10/2024","False","Female",19,"Bachelor","White",3.02603333333333,1,2,0,2,2,0,1,2,1,0,1,1,1,1,1,1,0,2,1,1,0,1,1,0,0,2,1.71377166666665,3,0.26,0.7,0.68,0.53,0.44,0.35,0.53,0.37,0.56,0.73,0.31,0.49,0.45,0.6,0.41,0.46,0.47,0.4,0.64,0.46,0.56,0.36,0.46,0.51,2.12395,4,3,2,2,2,3,2,1,2,3,1,2,2,2,1,3,3,3,3,3,2,1,2.05993333333333,2,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0.3875,0.685,0.5275,0.4675,0.5625,0.6175,0.064254875953191,0.4,0.8,1.8,0.4,1.4,0.507518972703083,0.547619047619048,0.749603069567329,4,5,9,1,-1
"S439","SONA",33.55155,"10/10/2024","False","Female",36,"Bachelor","Mixed",2.95741666666667,3,0,1,0,1,1,1,1,0,2,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,2,1.99678333333333,2,0.6,1,1,0.6,1,0,0,0.84,0,1,0,0,0,0.7,0.58,0.34,0,0,0.24,0.11,0,0,0.66,0,2.59686666666667,4,2,0,0,1,0,1,0,1,1,0,2,1,1,0,0,1,2,3,2,0,0,3.8074,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0.755,1,0.59,1,1,0.6875,0.140531475590861,0.4,0.4,0.8,0.8,0.6,0.66329754511673,0.214285714285714,0.9102589898328,2,3,5,1,-1
"S440","SONA",26.1625,"10/10/2024","False","Female",18,"High School","White",1.56995,4,2,1,0,3,2,0,2,0,1,0,2,0,1,0,2,0,3,0,0,0,2,3,0,0,2,1.59130166666657,1,0.38,1,0.63,0.84,0.43,0.08,0.67,0.08,0.85,0.67,0.63,0.07,0.66,1,0.84,0.73,0.38,1,0.15,0.17,0.7,0,0,0.8,1.35495,3,0,4,0,1,3,3,1,1,3,4,1,4,4,2,3,3,4,3,3,1,0,1.3957,2,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0.39,0.6675,0.5875,0.305,0.5125,0.9375,0.264716490850588,0,1.6,2.2,0.4,1,0.709865028095471,0.571428571428571,1.45405835999994,4,1,5,-3,3
"S441","SONA",46.517,"10/10/2024","False","Female",18,"High School","White",5.14211666666667,4,3,0,2,2,0,0,2,1,2,0,2,1,1,2,2,1,2,0,2,0,1,0,1,2,2,1.96428333333333,2,0.78,0.78,0,0.73,0.74,0.13,0,0.88,0.08,0.69,0.65,0.64,0,0.75,0.35,0.81,0.29,0.5,0.12,0,0,0.7,0.87,0.27,4.03418333333333,3,3,3,2,1,2,2,0,2,1,3,1,2,2,1,1,2,3,3,3,0,2,3.36773333333333,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0.8825,0.335,0.725,0.915,0.615,0.6625,0.194755274861607,1.4,0.4,2.2,0.4,1.8,0.576859899402033,0.464285714285714,0.963624111659432,4,1,5,-3,3
"S442","SONA",25.8002833333333,"11/10/2024","False","Female",19,"High School","White",1.85945,2,3,3,0,2,0,0,2,1,2,0,2,1,2,3,3,2,3,3,2,0,0,0,3,3,2,1.2468100000004,1,0.92,0.72,0.16,0.62,0.89,0.07,0.05,0.04,0.19,0.13,0.9,0.03,0.05,0.84,0.84,0.68,0.67,0,0,0,0,1,1,0.3,1.5542,3,3,0,0,4,0,3,1,1,3,1,1,0,4,1,3,4,4,3,3,1,2,2.1406,4,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0.9675,0.0975,0.4475,0.9125,0.9,0.88,0.11645824981265,2.2,1,2.2,1,2,1.10530286183066,0.5,1.48323969741913,5,6,11,1,-1
"S443","SONA",27.9279,"11/10/2024","False","Male",20,"High School","White",2.08583333333333,4,1,2,2,2,2,2,0,0,1,1,2,2,2,3,3,1,0,3,2,1,1,2,1,1,1,1.52703333333333,2,0,0.14,0.88,0.39,0.66,0.4,0.82,0.71,0.73,0.93,0.17,0.41,0.36,0.36,0.27,0.16,0.41,0.03,0.86,0.63,0.76,0.23,0.19,0.06,1.79276666666667,3,0,1,1,1,1,1,0,2,0,1,1,0,1,0,0,0,2,3,2,0,1,2.33958333333333,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0.1275,0.8525,0.4675,0.4525,0.775,0.29,0.157848687393635,1.4,2,1.2,1.4,1.6,0.831157402308253,0.214285714285714,0.853563956930837,4,4,8,0,0
"S444","SONA",44.7952333333333,"11/10/2024","False","Female",22,"High School","White",3.71216666666667,2,1,1,2,3,0,1,2,2,0,0,0,2,2,2,2,3,2,1,2,1,1,1,2,1,1,4.96833333333333,1,0.51,0.4,0.34,0.64,0.79,0.06,0.27,0.36,0.23,0.34,0.77,0.15,0.14,0.57,0.61,0.21,0.22,0.5,0.54,0.43,0.15,0.76,0.75,0.4,1.99555,3,1,0,1,0,0,1,0,0,0,1,2,0,2,1,0,1,4,3,1,0,1,6.80693333333333,4,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0.6125,0.2875,0.505,0.8175,0.7225,0.545,0.136165692743267,2,1,1.4,0.6,2,0.62042230899548,0.226190476190476,1.09108945117996,2,5,7,3,-3
"S445","SONA",37.2531333333333,"11/10/2024","False","Female",19,"Bachelor","Black",1.85235,3,3,0,1,2,1,0,2,2,1,1,1,2,0,2,2,0,2,1,1,2,1,1,1,2,3,0.762716666666667,4,0.65,0.89,0.78,0.59,0.54,0.56,0.21,0.29,0.38,0.73,0.27,0.5,0.73,0.7,0.5,0.64,0.57,0.67,0.66,0.31,0.35,0.67,0.58,0.5,8.94815,1,4,2,2,3,2,0,1,3,3,3,3,3,2,2,0,3,3,3,3,1,2,0.941433333333333,2,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0.59,0.6425,0.54,0.52,0.4425,0.7475,0.139963743730289,1.2,0.8,2.2,0.8,1.8,0.680881454120429,0.571428571428571,1.0555973258235,4,2,6,-2,2
"S446","SONA",23.52205,"11/10/2024","False","Female",18,"High School","White",1.73456666666667,4,3,1,1,1,0,1,1,1,2,0,2,0,1,1,1,1,3,0,2,0,3,0,1,2,1,1.48266666666667,1,0.27,0.67,0.14,0.39,0.71,0.29,0.19,0.28,0.2,0.6,0.74,0.25,0.23,0.75,0.74,0.28,0.26,0.13,0.25,0.22,0.61,0.74,0.66,0.65,1.37085,2,2,0,0,1,1,1,0,1,2,3,2,1,0,1,0,2,0,3,2,0,0,1.83291666666667,3,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0.6225,0.315,0.4175,0.6675,0.67,0.73,0.187202479076953,1.2,0.8,1.6,0.8,1.4,0.953202983221702,0.261904761904762,1.02353263143832,4,3,7,-1,1
"S447","Website",26.2371666666667,"12/10/2024","False","Female",19,"High School","White",2.7935,3,3,0,1,2,0,1,2,0,1,0,2,1,2,0,1,1,1,1,1,0,1,1,0,1,1,2.02241666666667,4,0.53,0.95,0.17,0.75,0.66,0.18,0.67,0.16,0.14,0.71,0.62,0.65,0.16,0.87,0.78,0.64,0.3,0.8,0.46,0.55,0.25,0.54,0.6,0.76,2.03453333333333,1,2,3,0,3,1,2,1,3,1,2,2,2,0,3,0,2,4,4,2,1,1,2.5684,2,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0.5,0.43,0.5775,0.7775,0.4025,0.7775,0.197273598085515,0.8,1,2,0.4,0.6,0.591374454576677,0.464285714285714,1.19522860933439,5,0,5,-5,5
"S448","SONA",25.7048,"12/10/2024","False","Female",19,"High School","White",2.40515,3,2,0,0,2,0,0,1,0,1,0,2,0,1,1,1,1,0,1,0,0,1,0,0,0,1,2.08668000000007,4,0.22,0.76,0.19,0.58,0.84,0.4,0.36,0.37,0.27,0.44,0.37,0.63,0.23,0.71,0.24,0.56,0.42,0.38,0.54,0.28,0.29,0.58,0.45,0.61,1.58231666666667,2,2,0,2,2,0,1,1,1,0,0,3,2,2,3,1,2,3,2,1,0,0,2.01171666666667,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0.4425,0.42,0.62,0.7625,0.495,0.705,0.115207395645981,0.2,0.6,1.6,0.2,0.4,0.507518972703083,0.333333333333333,1.06458129484475,4,1,5,-3,3
"S449","SONA",27.6847666666667,"12/10/2024","False","Female",19,"High School","White",3.22716666666667,1,3,0,2,2,1,0,3,0,1,0,1,0,2,2,2,0,2,1,0,0,1,1,0,0,1,1.29720166666508,3,0,1,0.32,0.5,0.64,0.05,1,0.11,0.37,0.6,0.73,0.66,0.24,0.78,0.61,0.58,0.3,0.13,0.8,0.2,0.43,0.56,0,0.31,2.35231666666667,4,2,2,0,2,1,3,3,1,2,1,2,3,1,1,0,2,3,2,3,2,1,2.44761666666667,2,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0.05,0.4075,0.5425,0.65,0.7125,0.8675,0.138115943259009,0,1.2,2,0.2,1.6,0.557770876399966,0.44047619047619,0.943650459903555,4,4,8,0,0
"S450","SONA",33.16425,"12/10/2024","False","Female",19,"High School","White",2.6698,2,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1.70228833333353,1,0.62,0.83,0.63,0.3,0.53,0.5,0.06,0.63,0.32,0.34,0.46,0.51,0.25,0.73,0.75,0.34,0.5,0.24,0.21,0.07,0.15,0.44,0.56,0.1,3.18915,3,3,0,0,1,3,1,1,1,2,2,3,2,2,3,0,2,1,1,2,0,0,2.67685,4,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0.7275,0.5175,0.3475,0.7025,0.6625,0.715,0.164134793547849,0.6,0,0.4,0.8,0.2,0.39797446120205,0.357142857142857,1.07570574840095,0,1,1,1,-1
"S451","SONA",22.7526666666667,"12/10/2024","False","Female",20,"High School","White",1.32736666666667,4,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,3,0,1,0,1,0,0,2,0,1.36795166666607,1,0,0.82,0.82,0.38,1,0.24,0.37,0.46,0.5,0.77,0.29,0.31,0.09,0.68,0.43,0.55,0.38,0.03,0.59,0.34,0.34,0.35,0.23,0.82,1.3391,3,3,1,0,1,3,1,1,3,2,2,1,1,1,1,2,0,4,3,1,1,1,1.37378333333333,2,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0.3175,0.7375,0.53,0.7675,0.65,0.675,0.187403357794831,0.8,0.2,0.8,0,0.6,0.692434887013597,0.392857142857143,1.07570574840095,3,5,8,2,-2
"S452","SONA",23.15535,"12/10/2024","False","Male",18,"High School","White",1.64078333333333,3,2,0,1,1,0,1,3,1,3,1,2,1,0,3,1,3,2,1,1,0,2,0,1,2,3,1.09850166666657,4,0.65,0.99,0.99,0.82,0.68,0.36,0.5,0.28,0.57,1,0.1,0.27,0.4,0.9,0.32,0.8,0.89,0.98,0.3,0.27,0.29,0.21,0.68,0.8,1.7928,2,3,4,3,1,1,2,2,2,1,3,2,1,3,2,3,3,4,4,3,2,0,1.7877,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0.6325,0.92,0.6025,0.605,0.3975,0.835,0.187046420358739,1.6,0.6,2.2,1,1.6,0.948937294185082,0.583333333333333,1.11055541659718,2,1,3,-1,1
"S453","SONA",32.0558666666667,"12/10/2024","False","Female",19,"High School","Mixed",3.0286,4,1,2,3,2,0,0,2,0,0,1,2,1,3,2,2,1,3,0,2,0,2,2,0,2,1,2.014675,3,0.37,1,0.07,0.3,1,0,0.02,1,0.08,0.33,0.73,0.08,0.05,0.91,0.47,0.65,0.18,0.45,0.51,0.02,0.4,0.78,0.84,0.46,2.31306666666667,1,3,2,0,1,0,3,1,0,3,0,4,1,0,3,3,4,1,2,3,2,0,3.14248333333333,2,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0.67,0.2225,0.575,0.8675,0.7525,0.7225,0.253885810888879,1.2,1.4,1.6,0.6,2,0.969039086586124,0.428571428571429,1.41925533794512,1,1,2,0,0
"S454","SONA",20.2481,"12/10/2024","False","Female",18,"High School","Mixed",2.04038333333333,4,2,0,2,3,0,0,3,0,2,0,2,1,2,2,2,2,1,0,2,0,1,0,0,2,3,1.422325,1,0.49,0.97,0.71,0.87,0.53,0.63,0.5,0.8,0.69,0.7,0.82,0.5,0.53,0.94,0.22,0.79,0.6,0.5,0.5,0.32,0.45,0.11,0.5,0.24,0.88095,3,4,4,3,4,3,4,3,3,4,3,3,4,3,3,3,3,3,3,4,3,2,0.835633333333333,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0.4975,0.62,0.71,0.465,0.5325,0.6975,0.191712988076414,1.4,0.6,2.6,0.4,1.4,0.825086264300966,0.821428571428571,0.560611910581388,0,3,3,3,-3
"S455","SONA",21.5818166666667,"13/10/2024","False","Male",19,"Other","White",1.49455,2,1,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1.3739,1,0.85,1,0.69,0,0.27,0,0.09,0,0,0.92,0.11,0,1,1,0.86,0.13,0,0,0,0,0,0,1,0,1.49248333333333,4,3,1,0,0,1,0,0,1,3,1,2,1,1,2,1,2,4,4,2,0,2,1.99358333333333,3,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0.94,0.875,0.3175,0.5675,1,1,0.196023702206145,0.6,0.4,0.2,0.2,0.2,0.626099033699941,0.369047619047619,1.24976188208185,3,3,6,0,0
"S456","SONA",24.4959833333333,"13/10/2024","False","Male",19,"High School","White",2.39983333333333,3,0,0,1,2,3,0,1,0,0,0,2,0,3,2,2,0,2,1,0,0,1,2,0,1,0,2.09442666666657,4,0,0.67,0.73,0.31,0.93,0.03,0.86,0.32,0.1,1,0.23,0.17,0.74,0.58,0.72,0.12,0.23,0,1,0.68,0.23,0,0,0.19,1.9675,1,2,1,1,2,0,4,0,0,2,0,2,3,0,0,0,2,1,0,2,1,0,2.62575,2,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0.035,0.875,0.37,0.715,0.9025,0.5625,0.178340134570273,0.2,2,1,0,1.4,0.668328157299975,0.273809523809524,1.17918454470714,2,0,2,-2,2
"S457","SONA",26.7874333333333,"13/10/2024","False","Female",18,"High School","White",2.55508333333333,4,0,0,2,3,0,0,2,0,1,0,1,0,0,1,1,2,2,0,0,0,2,0,1,1,1,1.41515833333333,2,0.31,0.9,0.07,0.61,0.8,0.11,0.32,0.14,0.2,0.26,0.75,0.28,0.2,0.79,0.58,0.81,0.31,0.14,0.41,0.28,0.3,0.77,0.68,0.11,1.28261666666667,1,4,2,2,3,2,2,1,1,4,2,2,3,0,3,1,3,3,1,2,0,1,1.59308333333333,3,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0.565,0.2025,0.6325,0.775,0.84,0.8175,0.106461241739399,0.8,0.4,1.4,0.2,1.2,0.831027252933433,0.5,1.14017542509914,3,0,3,-3,3
"S458","SONA",22.9817333333333,"13/10/2024","False","Female",19,"High School","White",1.31721666666667,3,2,2,2,2,2,0,3,1,3,1,1,0,0,2,1,2,2,1,2,1,3,2,0,0,3,1.01666500000001,4,0.21,0.9,0.54,0.71,0.45,0.36,0.88,0.54,0.37,0.72,0.43,0.59,0.43,0.85,0.37,0.67,0.32,0.24,0.86,0.6,0.38,0.21,0.22,0.53,1.64521666666667,1,2,0,0,2,3,1,0,2,3,2,1,1,0,1,3,1,3,3,2,0,0,1.70598333333333,2,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0.1725,0.655,0.6725,0.5675,0.57,0.6525,0.117306090376438,0.8,1.6,2.2,1.4,1.6,0.95203570984957,0.357142857142857,1.16496474502144,4,3,7,-1,1
"S459","SONA",34.8496,"13/10/2024","False","Female",20,"High School","Asian",3.94521666666667,4,0,2,2,1,1,2,2,2,1,2,2,0,2,3,3,2,2,1,2,2,2,3,1,2,1,5.7739099999999,1,0.6,0.9,0.5,0.56,1,0.4,0.68,0.5,0.3,1,0.6,0.5,0,0.96,0.44,0.6,0.34,0.5,0.66,0.8,0.5,0.14,0.76,0.5,2.7093,3,1,2,4,2,2,2,0,2,0,2,3,1,0,0,0,3,2,1,2,0,0,4.11226666666667,2,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0.505,0.69,0.595,0.8,0.525,0.64,0.199670010821356,1.4,1.8,1.2,1.8,2.4,0.712536679414638,0.345238095238095,1.20317041503648,4,4,8,0,0
"S460","SONA",28.0122666666667,"13/10/2024","False","Female",18,"High School","White",1.5535,4,3,0,3,3,1,0,2,1,3,0,2,0,1,2,2,1,2,0,1,0,3,1,0,0,0,1.84769333333373,2,0.25,0.7,0.42,0.88,0.78,0,0.94,0.05,0.4,0.89,0.67,0.16,0.23,0.73,0.08,0.31,0.08,0.12,0.91,0.17,0.38,0.07,0,0.39,1.3887,3,2,2,0,3,1,2,0,0,1,0,3,3,3,0,4,4,1,4,2,1,2,2.32656666666667,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0.1,0.6425,0.7575,0.6925,0.8325,0.8025,0.181501908382369,0.4,1.2,2,0.6,2,0.983332022318702,0.452380952380952,1.40068010691405,4,4,8,0,0
"S461","SONA",20.0191666666667,"13/10/2024","False","Female",19,"High School","White",1.26473333333333,4,2,0,2,3,0,0,2,2,2,0,2,0,1,2,2,1,3,1,1,0,1,1,0,0,2,0.878586666665475,3,0.29,0.81,0.92,0.78,0.93,0.07,0.61,0.19,0.15,0.85,0.22,0,0.15,0.79,0.2,0.73,0.06,0.16,0.77,0.18,0.1,0.12,0.64,0.1,1.25748333333333,2,4,2,0,2,0,2,0,1,1,2,2,3,2,1,2,4,1,2,3,1,0,1.69473333333333,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0.3875,0.8575,0.8125,0.8825,0.9175,0.8075,0.074738641658625,0.4,0.8,2.2,0.4,2.2,0.556758107000991,0.416666666666667,1.19721899973786,1,0,1,-1,1
"S462","SONA",25.9074666666667,"14/10/2024","False","Female",18,"High School","White",2.61998333333333,2,3,1,1,1,0,1,2,0,2,1,2,1,0,2,2,0,1,1,1,1,2,0,1,1,2,1.52721666666667,1,0.65,0.86,0.66,0.37,0.55,0.65,0.35,0.25,0.34,0.77,0.25,0.67,0.35,0.7,0.66,0.54,0.5,0.65,0.34,0.32,0.33,0.33,0.66,0.93,1.33778333333333,4,3,3,2,3,3,2,4,2,2,1,3,3,0,3,1,3,3,3,3,1,2,2.59441666666667,3,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0.655,0.7125,0.4375,0.6325,0.275,0.7475,0.0719944278004206,0.8,0.6,2,1.2,1.2,0.666524237944091,0.595238095238095,0.973457265430305,1,2,3,1,-1
"S463","SONA",27.32785,"14/10/2024","False","Female",22,"High School","White",1.62383333333333,2,0,0,1,0,0,0,2,2,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1.39857000000005,3,0.7,1,0.71,0.49,0.67,0.2,0.16,0,0.05,0.57,0.53,0.26,0.15,1,0.81,0.44,0.23,0,0.3,0,0,0,1,0,1.62995,1,2,1,0,2,0,1,0,1,3,0,3,2,2,1,0,1,2,3,2,0,0,1.29426666666667,4,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0.81,0.6875,0.4725,0.8675,0.885,1,0.148630616988572,0.6,0.2,0.6,0.2,0.6,0.646200826100983,0.30952380952381,1.09108945117996,5,5,10,0,0
"S464","SONA",18.0855,"14/10/2024","False","Female",19,"High School","White",1.10213333333333,3,2,0,3,2,0,0,3,2,2,2,1,1,2,3,3,2,3,1,2,0,3,1,1,2,1,0.753681666666269,2,0.28,0.9,0.27,1,0.43,0.12,0.84,0.25,0.17,0.66,0.56,0.44,0.72,0.8,0.28,0.75,0.13,0,0.69,0.26,0.3,0.82,0.62,0.13,0.8804,4,4,3,0,3,0,3,2,1,3,1,2,2,0,0,0,3,1,0,3,1,1,0.842716666666667,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0.3425,0.3875,0.835,0.56,0.8275,0.7975,0.17436700575941,1.6,1.4,1.8,0.8,2.8,0.813443343929734,0.392857142857143,1.32557265253281,1,3,4,2,-2
"S465","SONA",20.4476666666667,"14/10/2024","False","Male",19,"High School","White",1.18323333333333,3,3,0,3,0,0,0,2,2,2,2,2,0,0,3,3,1,3,0,1,0,1,0,0,0,2,0.983866666666667,2,0.23,0.83,0.79,0.72,0.82,0.22,0.88,0.26,0.18,0.83,0.5,0.31,0.12,0.64,0.72,0.38,0.67,0.44,0.87,0.2,0.15,0.67,0.53,0.52,1.04878333333333,4,4,1,1,4,3,3,0,2,3,0,2,3,3,3,2,2,3,3,3,1,2,1.01086666666667,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0.2525,0.6125,0.4275,0.8425,0.6275,0.7525,0.145960895974679,0.4,0.2,1.8,0.8,2.8,0.726607995705149,0.571428571428571,1.14642300844222,2,0,2,-2,2
"S466","SONA",23.1027,"14/10/2024","False","Female",19,"High School","Mixed",2.44558333333333,1,2,0,0,1,0,1,1,0,2,0,1,1,1,2,0,1,2,1,1,0,1,0,0,0,2,1.39929166666667,2,0.35,0.67,0.18,0.09,0.31,0.02,0.31,0.36,0.22,0.63,0.24,0.06,0.62,0.4,0.46,0.59,0.05,0.69,0.54,0.18,0.36,0.24,0.12,0.77,1.5456,3,2,1,0,3,1,3,0,1,2,2,0,3,1,0,0,4,0,0,2,0,0,2.2468,4,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0.405,0.5825,0.5425,0.5275,0.615,0.6325,0.276497574983651,0.6,0.6,1.4,0.6,0.8,0.726607995705149,0.297619047619048,1.28914885172534,1,1,2,0,0
"S467","SONA",23.6396833333333,"14/10/2024","False","Female",18,"Other","White",2.51621666666667,3,2,1,1,3,0,0,1,1,1,1,2,1,1,2,1,1,2,1,1,0,2,2,1,1,2,1.2124099999999,4,0.6,0.78,0.18,0.56,0.69,0.5,0.13,0.27,0.65,0.61,0.77,0.6,0.5,0.62,0.46,0.67,0.59,0.66,0.5,0.26,0.58,0.63,0.59,0.56,1.4105,1,2,1,2,1,2,3,1,1,1,1,4,1,0,2,0,4,0,3,1,1,0,1.68803333333333,2,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0.64,0.3475,0.545,0.49,0.42,0.7175,0.123594375068222,1,1.2,2,0.6,1.4,0.527842384546191,0.369047619047619,1.20909253653505,5,2,7,-3,3
"S468","SONA",26.5401666666667,"14/10/2024","False","Female",19,"High School","White",2.38986666666667,2,2,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,2.15977833333313,3,0.61,0.79,0.55,0.06,0.66,0.41,0,0.03,0.23,0.62,0.55,0.23,0.25,0.63,0.85,0.25,0.38,0.06,0.12,0.11,0.1,0.38,0.6,0.28,1.76036666666667,1,3,0,0,2,2,1,1,2,2,1,1,1,1,3,1,2,1,0,1,1,0,3.21778333333333,4,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0.7725,0.56,0.27,0.77,0.755,0.82,0.152697674933078,0.4,0.2,0.6,0.6,0.6,0.596961691803074,0.30952380952381,0.889087279447969,1,0,1,-1,1
"S469","SONA",30.5443166666667,"14/10/2024","False","Female",18,"High School","White",2.01451666666667,4,1,2,2,1,2,2,2,1,2,1,2,0,1,2,2,0,1,1,0,1,3,2,0,0,2,1.50284666666668,1,0.58,0.96,0.52,0.69,0.76,0.44,0.36,0.42,0.33,0.77,0.47,0.54,0.12,1,0.47,0.55,0.6,0.58,0.73,0.57,0.41,0.43,0.72,0.59,2.15603333333333,2,2,4,1,1,3,2,0,1,0,3,1,2,3,2,2,2,3,4,0,0,2,1.40023333333333,3,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0.5525,0.5975,0.5425,0.725,0.4625,0.7425,0.151175863453048,0,1.8,1.6,1.6,1.6,0.495965539809915,0.452380952380952,1.24976188208185,1,1,2,0,0
"S470","SONA",30.8231833333333,"14/10/2024","False","Female",20,"High School","Black",3.12351666666667,4,0,0,1,1,0,0,0,0,1,1,1,0,2,0,1,0,1,1,1,1,1,1,0,0,1,2.18095666666726,1,0.16,0.62,0.58,0.36,0.43,0.31,0.57,0.39,0.34,0.82,0.32,0.54,0.27,0.36,0.43,0.36,0.39,0.58,0.65,0.45,0.41,0.28,0.32,0.54,2.08655,3,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,2,1,0,0,2.1786,2,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0.315,0.7,0.475,0.6025,0.5075,0.535,0.119772965863219,0.2,1,0.6,0.6,0.6,0.559497609840401,0.107142857142857,0.676123403782813,1,2,3,1,-1
